,sr_open_date,sr_close_date,activity_type_std,Cos,hour,dummy_sr_number,dummy_sysid,dummy_part_number
40546,2016-05-20,2016-06-20,Field Service,308.95569589999997,0.0,sr4614,sys1444,part185
40555,2021-05-02,2021-03-16,,9.607599113,0.0,sr3084,sys2075,part80
40563,2020-02-06,2020-09-07,,64.52,0.0,sr3291,sys1448,part116
40567,2018-05-15,2018-06-19,Field Service,164.5460854,0.0,sr4140,sys1503,part182
40569,2016-05-17,2016-05-30,Field Service,886.7661754000001,0.0,sr275,sys1503,part1
40585,2017-02-13,2017-03-19,Field Service,369.3142778,0.0,sr14147,sys1942,part55
40586,2017-06-03,2017-10-04,Field Service,921.0934051,0.0,sr3736,sys1505,part346
40593,2018-10-25,2018-11-27,Field Service,109.8923929,0.0,sr3931,sys1514,part10
40613,2017-11-05,2017-06-27,Field Service,17004.18978,0.0,sr1287,sys1970,part2
40617,2013-12-04,2013-06-15,Field Service,0.0,0.0,sr6618,sys1554,part101
40621,2019-12-02,2019-04-27,Field Service,1074.1613380000001,0.0,sr1207,sys1842,part162
40629,2018-03-01,2018-09-02,Field Service,18258.61979,0.0,sr437,sys2307,part2
40643,2020-04-06,2020-11-07,Field Service,95.70832379,0.0,sr3779,sys1409,part51
40652,2018-02-27,2018-05-16,Field Service,594.3270650000001,0.0,sr5748,sys1640,part126
40663,2018-09-18,2018-10-23,Field Service,573.1978244,0.0,sr6444,sys1846,part47
40664,2020-12-11,2020-12-18,Field Service,266.02429720000003,0.0,sr1372,sys1846,part96
40667,2018-01-16,2018-02-03,Field Service,121.0287468,0.0,sr192,sys2089,part49
40671,2017-04-12,2018-06-01,Field Service,713.1714931,0.0,sr3073,sys1476,part291
40688,2019-09-23,2020-10-01,,23.18139903,0.0,sr1064,sys1993,part89
40702,2020-08-24,2020-03-10,Field Service,191.7447305,0.0,sr6528,sys832,part10
40704,2021-03-31,2021-04-05,Field Service,2340.648589,0.0,sr2431,sys1864,part1131
40718,2017-05-30,2017-07-13,,2531.0596379999997,0.0,sr3015,sys1522,part4
40721,2019-05-17,2019-09-09,,607.2662734,0.0,sr1156,sys1729,part118
40725,2019-05-07,2019-10-11,Field Service,147.4223936,0.0,sr4969,sys1693,part32
40729,2021-04-20,2021-07-19,,15.300540900000001,0.0,sr87,sys1693,part1103
40731,2019-07-05,2019-10-06,Field Service,174.2985185,0.0,sr6261,sys1566,part10
40736,2018-11-21,2018-12-28,Field Service,12620.82693,0.0,sr3867,sys1701,part27
40743,2018-08-02,2018-03-30,Field Service,564.748378,0.0,sr14605,sys1528,part100
40745,2020-04-22,2021-01-19,,11.24162615,0.0,sr12364,sys1920,part20
40747,2018-07-05,2018-06-26,Field Service,976.9621221000001,0.0,sr1070,sys1920,part1
40757,2021-05-03,2021-06-04,Field Service,370.8655354,0.0,sr7077,sys1609,part10
40761,2021-03-23,2021-03-05,,12.7930446,0.0,sr2035,sys1612,part184
40762,2020-04-05,2020-09-06,,31.971186,0.0,sr828,sys1564,part216
40765,2020-09-29,2020-07-11,Field Service,2178.92645,0.0,sr1340,sys1451,part88
40766,2020-02-14,2020-08-21,Field Service,46.08990612,0.0,sr6105,sys1451,part242
40768,2020-06-10,2020-11-21,,4.001018685,0.0,sr8480,sys1451,part57
40778,2017-04-19,2017-10-06,Field Service,114.6583164,0.0,sr8745,sys1733,part177
40788,2017-12-13,2018-01-15,,12.16085332,0.0,sr2496,sys1636,part878
40798,2017-09-03,2017-04-18,Field Service,121.6006337,0.0,sr1292,sys1987,part112
40799,2019-01-17,2019-02-22,,8.439294688,0.0,sr4025,sys1820,part138
40800,2019-04-02,2019-08-06,,2296.77747,0.0,sr1130,sys1473,part4
40814,2018-04-05,2018-08-06,Field Service,976.9621221000001,0.0,sr10042,sys1841,part1
40818,2017-10-30,2017-12-15,Field Service,7085.2601540000005,0.0,sr246,sys1723,part66
40821,2018-12-21,2019-01-25,Field Service,12316.8437,0.0,sr4437,sys1724,part27
40822,2017-04-20,2017-03-06,Field Service,260.0090869,0.0,sr6136,sys1724,part50
40833,2019-10-29,2019-11-30,Field Service,72.34278903,0.0,sr9123,sys1581,part18
40843,2017-11-13,2017-12-23,,16.71702524,0.0,sr9625,sys2062,part517
40845,2018-02-03,2018-04-28,Field Service,124.01832250000001,0.0,sr262,sys2062,part1165
40857,2020-03-08,2020-09-13,Field Service,325.3899816,0.0,sr9454,sys1872,part151
40858,2021-01-28,2021-04-16,,0.0,0.0,sr13873,sys1872,part629
40885,2020-12-06,2020-12-25,,81.03682688,0.0,sr5997,sys1511,part131
40895,2019-06-25,2019-07-29,Field Service,11894.46413,0.0,sr5442,sys1559,part16
40912,2017-04-25,2017-04-06,Field Service,362.13438219999995,0.0,sr1918,sys2155,part77
40919,2017-06-28,2017-10-20,Field Service,352.23625699999997,0.0,sr8755,sys1297,part30
40921,2020-12-29,2021-05-02,,38.1062206,0.0,sr5559,sys462,part48
40923,2017-11-17,2018-10-30,,0.18942804800000002,0.0,sr2804,sys1334,part401
40929,2021-02-25,2021-06-04,Field Service,163.0026985,0.0,sr18,sys1909,part727
40933,2017-08-17,2019-08-01,Field Service,8143.367359999999,0.0,sr207,sys2129,part40
40936,2021-01-20,2021-02-23,Field Service,709.7752701000001,0.0,sr445,sys1565,part118
40940,2021-08-18,2021-10-09,Field Service,65.72261819,0.0,sr2577,sys1527,part147
40952,2017-05-01,2017-03-04,Field Service,16513.23654,0.0,sr819,sys637,part2
40953,2019-03-06,2019-06-07,Field Service,774.2243258999999,0.0,sr7725,sys637,part1
40968,2018-03-26,2018-04-29,Field Service,232.9167227,0.0,sr2952,sys605,part10
40974,2019-10-23,2019-04-11,Field Service,344.15178849999995,0.0,sr11489,sys870,part30
40977,2017-03-04,2017-11-06,Field Service,322.013036,0.0,sr1610,sys902,part30
40987,2018-12-03,2018-04-17,Field Service,389.4472481,0.0,sr1484,sys648,part77
40991,2017-07-24,2017-11-09,Field Service,9176.373797,0.0,sr5674,sys1316,part132
40994,2018-02-20,2018-03-26,Field Service,0.0,0.0,sr2050,sys745,part1
41002,2018-09-04,2018-05-14,Field Service,249.5242068,0.0,sr8219,sys586,part86
41010,2021-04-26,2021-03-06,Field Service,316.6418995,0.0,sr11570,sys1734,part47
41013,2018-06-11,2018-12-16,Field Service,65.68321416,0.0,sr7958,sys1825,part9
41016,2019-02-09,2019-12-10,Field Service,104.2108752,0.0,sr45,sys864,part255
41022,2018-05-22,2018-06-25,Field Service,267.74879,0.0,sr3270,sys623,part44
41025,2016-11-21,2017-02-01,Field Service,8595.794312,0.0,sr732,sys1926,part132
41035,2020-09-11,2020-12-12,Field Service,199.4922327,0.0,sr11427,sys453,part229
41040,2018-12-17,2019-05-03,Field Service,408.3543434,0.0,sr1775,sys453,part79
41046,2021-07-01,2021-12-02,,45.84310919,0.0,sr8960,sys1018,part71
41051,2018-07-08,2018-09-22,Field Service,2615.897816,0.0,sr261,sys2076,part4
41056,2017-04-10,2018-05-19,,95.36173528,0.0,sr134,sys2390,part76
41059,2021-09-03,2021-04-13,,20.89128321,0.0,sr7432,sys663,part540
41062,2021-05-19,2021-07-27,Field Service,146.0375561,0.0,sr3673,sys1449,part36
41070,2019-10-24,2019-02-12,Field Service,1504.783197,0.0,sr1298,sys771,part106
41078,2017-12-05,2017-06-18,Field Service,257.65309410000003,0.0,sr3331,sys1730,part59
41079,2017-09-22,2017-10-28,Field Service,2688.570649,0.0,sr10192,sys1730,part4
41084,2019-09-13,2019-10-20,,38.33974804,0.0,sr1384,sys1614,part948
41087,2020-03-01,2020-05-15,,1.73579406,0.0,sr3412,sys686,part28
41091,2019-10-29,2019-07-12,Field Service,2064.478602,0.0,sr4159,sys810,part58
41094,2018-01-18,2018-02-23,,8.54083563,0.0,sr444,sys1446,part225
41100,2020-05-22,2020-03-10,,9.761782499999999,0.0,sr3904,sys827,part14
41107,2019-12-13,2020-01-18,Field Service,94.09045981,0.0,sr9047,sys695,part105
41108,2019-09-23,2019-10-26,Field Service,1507.046166,0.0,sr5089,sys695,part106
41115,2018-08-21,2018-09-28,,0.95115121,0.0,sr2598,sys591,part28
41118,2018-07-03,2018-05-08,Field Service,18789.668569999998,0.0,sr312,sys591,part3
41123,2019-04-30,2019-06-29,Field Service,62.39037056,0.0,sr15168,sys730,part9
41147,2017-02-10,2017-04-11,Field Service,266.7647942,0.0,sr6446,sys795,part44
41148,2021-01-21,2021-02-22,,11.85723846,0.0,sr12655,sys795,part485
41158,2021-08-03,2021-11-04,,30.44985993,0.0,sr3991,sys1824,part5
41168,2021-10-03,2021-04-24,,37.40155209,0.0,sr421,sys1660,part35
41184,2019-02-15,2019-03-14,Field Service,237.49888760000002,0.0,sr6047,sys1980,part24
41192,2020-10-16,2020-11-24,Field Service,232.75430919999997,0.0,sr14154,sys1548,part6
41194,2014-09-17,2014-09-11,Field Service,709.2417796,0.0,sr1790,sys1548,part473
41203,2021-03-25,2021-03-05,,33.6546162,0.0,sr12129,sys1956,part608
41206,2017-04-18,2017-07-31,Field Service,119.9182246,0.0,sr2272,sys1023,part736
41207,2019-09-23,2019-06-12,,21.43918762,0.0,sr138,sys1023,part12
41210,2020-05-18,2020-04-07,Field Service,214.395441,0.0,sr4857,sys1023,part6
41212,2020-12-05,2020-05-20,Field Service,1637.973171,0.0,sr3247,sys860,part60
41214,2021-06-05,2021-06-17,Field Service,996.4507380000001,0.0,sr7437,sys1589,part19
41215,2020-05-06,2020-07-31,Field Service,2449.578999,0.0,sr8458,sys1589,part4
41219,2017-05-15,2017-02-07,Field Service,846.5114411000001,0.0,sr8196,sys1589,part1
41234,2018-03-26,2018-06-04,Field Service,264.2587103,0.0,sr7154,sys1967,part44
41235,2021-07-01,2021-02-26,,30.80781763,0.0,sr7454,sys1743,part23
41237,2017-07-20,2017-07-26,Field Service,301.87758360000004,0.0,sr6783,sys1983,part7
41243,2019-05-30,2019-12-06,,0.739580198,0.0,sr3237,sys1746,part41
41246,2021-10-08,2021-08-26,Field Service,553.8628714,0.0,sr4761,sys1848,part126
41253,2017-06-16,2017-05-08,Field Service,108.42480619999999,0.0,sr10541,sys2047,part72
41266,2018-02-11,2019-01-24,Field Service,239.74780980000003,0.0,sr115,sys1964,part50
41267,2020-05-14,2020-04-06,Field Service,679.2210543,0.0,sr2914,sys1964,part113
41280,2018-10-22,2019-10-01,,56.640841200000004,0.0,sr596,sys1443,part70
41286,2020-07-07,2020-08-23,Field Service,186.6619016,0.0,sr9732,sys1570,part15
41290,2018-06-08,2018-09-21,,102.0339758,0.0,sr4418,sys2260,part212
41303,2018-05-23,2018-07-23,Field Service,966.903102,0.0,sr401,sys1591,part8
41310,2019-09-27,2019-06-12,,356.7415024,0.0,sr1776,sys1908,part92
41315,2020-01-27,2020-04-24,,20.88,0.0,sr2869,sys1351,part82
41316,2018-05-14,2018-05-30,Field Service,609.06,0.0,sr1924,sys1351,part283
41317,2020-10-12,2021-01-15,Field Service,951.15,0.0,sr1223,sys1974,part19
41325,2019-09-01,2019-01-28,Field Service,1167.02,0.0,sr8712,sys2411,part13
41328,2020-03-06,2020-06-19,Field Service,302.21,0.0,sr6811,sys2308,part54
41335,2021-02-19,2021-04-22,Field Service,12113.68,0.0,sr31,sys2286,part16
41344,2018-07-25,2019-04-01,,51.8,0.0,sr1269,sys1728,part98
41354,2021-07-04,2021-04-19,Field Service,12113.68,0.0,sr11594,sys2081,part16
41355,2018-10-07,2018-09-13,,197.06,0.0,sr6314,sys1368,part15
41360,2021-01-20,2021-06-03,Field Service,1415.22,0.0,sr77,sys1710,part183
41363,2019-01-29,2019-05-04,,486.57,0.0,sr432,sys1382,part239
41364,2018-01-23,2018-02-02,,7.75,0.0,sr1150,sys1382,part82
41365,2020-07-09,2020-08-12,,3.92,0.0,sr8884,sys1382,part33
41374,2016-06-10,2021-01-07,,3658.004944,0.0,sr1703,sys655,part101
41376,2018-01-16,2018-02-23,,13.99319106,0.0,sr159,sys680,part213
41378,2018-09-05,2018-07-29,Field Service,313.4,0.0,sr11549,sys1690,part59
41380,2018-12-07,2018-02-09,Field Service,154.93,0.0,sr1711,sys1686,part32
41383,2018-12-07,2018-02-09,Field Service,228.99,0.0,sr1711,sys1686,part580
41385,2018-09-10,2018-11-16,,32.68,0.0,sr5278,sys1686,part145
41396,2020-07-10,2020-12-30,Field Service,248.59,0.0,sr4164,sys1611,part24
41400,2020-02-18,2020-03-04,Field Service,47.07,0.0,sr1917,sys1895,part72
41403,2020-08-18,2020-09-14,Field Service,85.39,0.0,sr1390,sys1895,part294
41412,2019-05-04,2019-11-09,,864.1883539999999,0.0,sr11133,sys1549,part8
41414,2020-02-14,2020-03-18,,0.659961928,0.0,sr6874,sys1549,part69
41415,2017-05-26,2017-06-30,,617.7111904,0.0,sr3799,sys1203,part122
41423,2020-10-12,2021-01-22,Field Service,256.0217318,0.0,sr5864,sys1719,part334
41424,2017-05-26,2017-03-07,Field Service,617.7111904,0.0,sr3497,sys1719,part122
41435,2018-02-28,2018-06-04,,145.2811035,0.0,sr174,sys1606,part994
41437,2018-02-28,2018-06-04,,41.97620057,0.0,sr174,sys1606,part263
41466,2017-02-20,2017-03-26,Field Service,56.63737619,0.0,sr2810,sys2182,part46
41480,2017-10-05,2017-12-06,Field Service,688.6599234,0.0,sr6597,sys1243,part64
41483,2020-04-06,2020-09-07,Field Service,116.477195,0.0,sr8107,sys1442,part595
41487,2019-01-12,2020-05-01,Field Service,264.2624201,0.0,sr1411,sys1533,part24
41490,2019-10-23,2019-02-12,Field Service,86.04429944,0.0,sr2908,sys891,part45
41527,2021-01-18,2021-02-26,Field Service,1707.8691670000003,0.0,sr243,sys1762,part153
41533,2019-12-11,2019-12-20,Field Service,69.01774275,0.0,sr699,sys1519,part297
41536,2018-08-08,2018-09-28,,18.83743372,0.0,sr575,sys1486,part249
41540,2021-01-27,2021-03-28,Field Service,342.08397149999996,0.0,sr4700,sys2084,part65
41543,2021-06-29,2021-08-07,Field Service,183.4087179,0.0,sr3092,sys2446,part488
41547,2019-05-22,2019-06-28,Field Service,782.7032612,0.0,sr6895,sys1884,part1
41549,2019-11-25,2019-09-12,Field Service,68.30296894,0.0,sr149,sys1607,part424
41559,2016-10-17,2017-01-01,Field Service,817.9268879,0.0,sr1102,sys2171,part1
41567,2020-06-25,2020-07-08,,133.60338240000002,0.0,sr4304,sys1033,part25
41575,2021-10-03,2021-03-23,,949.8841449999999,0.0,sr8805,sys1858,part8
41577,2020-01-06,2020-10-19,Field Service,615.4196102999999,0.0,sr10697,sys1858,part47
41581,2019-12-22,2020-02-17,Field Service,1570.406027,0.0,sr4306,sys1999,part146
41591,2021-10-05,2021-11-09,Field Service,297.8628882,0.0,sr281,sys1459,part62
41594,2019-03-07,2019-10-08,Field Service,723.3488123999999,0.0,sr4766,sys1459,part113
41599,2021-11-02,2021-03-20,Field Service,100.400018,0.0,sr12190,sys1975,part124
41649,2018-06-18,2018-07-08,,17829.45937,0.0,sr4918,sys1488,part2
41652,2021-07-01,2021-03-13,Field Service,68.58168171,0.0,sr2264,sys834,part9
41655,2018-10-17,2018-11-21,Field Service,2657.117234,0.0,sr5530,sys1943,part4
41665,2020-10-20,2021-01-20,,9.38454439,0.0,sr93,sys1100,part882
41671,2018-07-02,2018-02-04,,69.04727808,0.0,sr2838,sys2244,part25
41676,2021-10-05,2021-06-21,Field Service,231.0622629,0.0,sr628,sys1444,part674
41678,2020-03-25,2020-04-14,Field Service,190.619976,0.0,sr4947,sys1877,part6
41680,2020-06-26,2020-09-28,,17.82292075,0.0,sr705,sys1041,part21
41682,2018-05-16,2018-06-07,Field Service,7758.848806999999,0.0,sr2955,sys1041,part170
41684,2020-06-26,2020-09-28,,10.17598562,0.0,sr705,sys1041,part14
41691,2021-09-04,2021-04-06,,11.73233532,0.0,sr2406,sys2075,part20
41705,2019-11-10,2019-12-15,Field Service,94.14036442,0.0,sr68,sys1503,part651
41713,2018-07-03,2018-03-21,Field Service,142.07233380000002,0.0,sr761,sys2417,part104
41731,2019-12-30,2020-07-02,,1.44140464,0.0,sr4939,sys796,part41
41737,2017-06-12,2018-02-02,Field Service,5261.274403,0.0,sr4363,sys1114,part84
41739,2020-11-05,2020-06-13,Field Service,2349.8713850000004,0.0,sr1132,sys1114,part4
41743,2021-07-01,2021-12-02,Field Service,69.0330375,0.0,sr3394,sys2352,part532
41757,2018-10-25,2018-03-12,,12.5480217,0.0,sr6752,sys979,part611
41765,2019-10-28,2019-06-12,,24.62025995,0.0,sr906,sys875,part391
41770,2019-01-17,2019-02-23,Field Service,356.147409,0.0,sr8189,sys1760,part30
41772,2018-03-04,2018-07-05,Field Service,971.8155502999998,0.0,sr662,sys923,part1
41777,2020-06-22,2020-07-25,Field Service,842.7390027,0.0,sr2023,sys1961,part1
41780,2017-11-13,2017-12-16,Field Service,62.73620165,0.0,sr6760,sys2461,part70
41783,2019-08-02,2019-04-14,Field Service,851.6695869999999,0.0,sr3363,sys1873,part8
41790,2019-04-23,2019-06-17,Field Service,1122.930247,0.0,sr7613,sys1998,part13
41799,2019-06-06,2019-07-23,Field Service,774.2243258999999,0.0,sr8127,sys1519,part1
41800,2020-08-20,2020-10-13,Field Service,87.76646935,0.0,sr3727,sys1519,part404
41804,2021-08-17,2021-09-18,Field Service,195.2554729,0.0,sr8364,sys1519,part81
41805,2018-10-10,2018-11-22,Field Service,1584.856378,0.0,sr4714,sys1486,part55
41807,2016-12-28,2017-03-02,Field Service,368.047802,0.0,sr7460,sys1486,part55
41817,2019-08-03,2019-04-28,Field Service,221.80255499999998,0.0,sr10438,sys1884,part11
41821,2016-11-12,2017-09-02,Field Service,104.9812869,0.0,sr9712,sys1709,part42
41824,2019-03-01,2019-05-02,Field Service,273.9224445,0.0,sr1512,sys2018,part431
41843,2017-05-28,2017-07-17,Field Service,3247.020443,0.0,sr2333,sys1661,part1240
41844,2021-04-24,2021-04-28,Field Service,105.0578566,0.0,sr1434,sys1661,part551
41872,2021-07-01,2021-04-02,Field Service,519.0347551,0.0,sr1659,sys1654,part56
41898,2020-01-04,2020-05-22,,830.125862,0.0,sr2689,sys1510,part1
41914,2018-11-06,2018-09-13,,11.25654828,0.0,sr6727,sys1783,part20
41932,2020-10-13,2020-11-17,,100.0136647,0.0,sr1707,sys806,part17
41934,2018-07-30,2018-03-08,,160.25737949999998,0.0,sr1858,sys1943,part18
41940,2018-01-17,2018-02-22,Field Service,66.53299077,0.0,sr14162,sys1623,part374
41942,2020-03-17,2020-04-20,Field Service,829.2800292000001,0.0,sr10763,sys1623,part1
41981,2018-01-15,2018-02-25,,2.17381491,0.0,sr3148,sys461,part180
41993,2017-08-03,2017-11-04,Field Service,1966.043643,0.0,sr8802,sys1498,part88
41998,2019-12-12,2020-01-18,,9.003235136,0.0,sr1952,sys1075,part218
42000,2020-02-01,2020-07-02,Field Service,2337.613889,0.0,sr7336,sys796,part87
42006,2020-02-11,2020-12-13,Field Service,7987.059069,0.0,sr666,sys986,part40
42009,2019-04-16,2019-05-18,Field Service,242.63526430000002,0.0,sr6759,sys2352,part50
42011,2015-10-26,2017-03-18,Field Service,120.04567790000002,0.0,sr506,sys2507,part36
42013,2020-02-13,2020-03-19,Field Service,358.93754069999994,0.0,sr2291,sys2470,part10
42018,2020-02-28,2020-03-04,Field Service,13936.493180000001,0.0,sr1528,sys884,part3
42031,2021-03-29,2021-05-15,Field Service,7989.779968000001,0.0,sr6173,sys1602,part40
42042,2019-09-24,2019-12-31,Field Service,54.62837312,0.0,sr1545,sys2307,part550
42047,2017-01-09,2018-12-01,Field Service,61.47464246,0.0,sr1383,sys2289,part70
42050,2021-03-23,2021-03-31,,185.4267332,,sr24077,sys1612,part10
42051,2019-10-28,2019-10-30,,1132.354674,,sr19498,sys875,part13
42054,2019-07-24,2019-10-26,Field Service,101.720642,0.0,sr428,sys1812,part317
42063,2017-06-02,2017-03-16,Field Service,431.2313848,0.0,sr7878,sys1959,part31
42064,2021-02-06,2021-08-06,Field Service,364.56462700000003,0.0,sr821,sys1767,part496
42074,2018-10-15,2018-12-15,,1.954179486,0.0,sr8324,sys1912,part305
42075,2018-01-22,2018-02-24,,18.5511752,0.0,sr3773,sys1822,part265
42081,2017-10-07,2017-11-08,Field Service,51.517050299999994,0.0,sr4567,sys1699,part212
42082,2021-06-23,2021-07-28,,20.77492641,0.0,sr323,sys1699,part460
42084,2020-08-03,2020-05-29,Field Service,443.1144443,0.0,sr834,sys1699,part79
42099,2019-03-12,2020-10-01,,0.70017426,0.0,sr9226,sys1227,part69
42101,2019-11-13,2019-12-27,,0.8773411,0.0,sr5568,sys2248,part115
42117,2019-01-08,2019-05-09,Field Service,2693.238434,0.0,sr1448,sys1837,part593
42120,2020-12-31,2021-11-04,Field Service,99.16862514,0.0,sr6238,sys1837,part141
42123,2021-02-08,2021-09-18,,10.37106147,0.0,sr4222,sys1526,part14
42124,2021-07-21,2021-09-18,Field Service,699.4062052,0.0,sr3444,sys1526,part308
42144,2017-12-28,2018-02-16,Field Service,638.465158,0.0,sr964,sys1539,part139
42146,2018-01-16,2018-10-03,Field Service,952.5253272,0.0,sr493,sys2263,part1
42147,2015-12-18,2016-02-13,Field Service,614.6315662999999,0.0,sr11299,sys1949,part122
42154,2018-01-25,2018-09-21,Field Service,39.3489932,0.0,sr2019,sys1727,part34
42158,2020-05-19,2020-07-17,Field Service,0.0,0.0,sr118,sys1883,part408
42160,2020-04-22,2020-06-06,Field Service,167.98541740000002,0.0,sr742,sys1883,part182
42162,2021-03-05,2021-05-06,Field Service,188.307113,0.0,sr3648,sys1616,part202
42164,2015-01-20,2015-08-03,Field Service,110.3106778,0.0,sr3039,sys1285,part296
42173,2018-12-21,2019-03-02,Field Service,104.4887137,0.0,sr1641,sys1393,part551
42181,2018-03-13,2018-09-27,Field Service,947.6052182,0.0,sr210,sys1624,part101
42185,2017-10-16,2017-11-26,,1.4591078640000001,0.0,sr3184,sys2032,part215
42191,2018-11-30,2019-06-01,,20.0,0.0,sr12325,sys2065,part287
42201,2019-12-12,2020-03-07,Field Service,687.48,0.0,sr32,sys1790,part245
42202,2020-04-28,2020-06-29,Field Service,193.99,0.0,sr1683,sys1715,part368
42203,2019-09-17,2019-11-22,Field Service,383.8,0.0,sr977,sys1715,part386
42208,2020-07-07,2020-02-10,Field Service,13695.71,0.0,sr92,sys1695,part3
42209,2018-06-20,2018-10-16,Field Service,74.03,0.0,sr413,sys1768,part125
42213,2021-06-04,2021-08-17,Field Service,1519.63,0.0,sr458,sys1768,part146
42226,2018-05-24,2018-07-07,Field Service,499.4073413,0.0,sr6132,sys1991,part100
42233,2019-09-09,2019-10-28,,582.89,,sr21628,sys1737,part37
42234,2018-05-14,2018-05-22,,1451.9107529999999,,sr15367,sys2209,part60
42235,2021-03-17,2021-03-31,,0.0,,sr25064,sys1620,part245
42237,2020-12-05,2020-06-20,Field Service,841.3997446000001,0.0,sr12094,sys1667,part1
42238,2019-03-19,2019-03-07,,1.36183684,0.0,sr11879,sys1667,part248
42249,2019-07-22,2019-01-12,,22.978181699999997,0.0,sr2734,sys1767,part497
42252,2021-06-17,2021-06-09,,33.31739988,0.0,sr12105,sys1469,part17
42254,2021-01-20,2021-06-03,Field Service,337.8972441,0.0,sr14011,sys1912,part65
42258,2019-07-01,2019-01-22,,11.25218929,0.0,sr5747,sys1341,part12
42262,2019-01-30,2019-03-29,Field Service,832.3108099,0.0,sr2263,sys1881,part1
42264,2020-04-13,2020-05-20,Field Service,846.9849888,0.0,sr8130,sys1716,part1
42268,2021-03-30,2021-06-18,,4.13759888,0.0,sr5435,sys1699,part33
42280,2019-07-02,2019-03-20,Field Service,94.25340624,0.0,sr153,sys1396,part156
42281,2019-02-26,2019-03-04,Field Service,78.00444284,0.0,sr1137,sys1396,part190
42285,2019-11-14,2019-12-27,Field Service,183.2868775,0.0,sr4142,sys2248,part10
42287,2018-11-26,2019-04-01,,27.42000547,0.0,sr9910,sys1755,part123
42289,2021-03-30,2021-06-23,,66.47055463,0.0,sr4198,sys1154,part17
42298,2019-07-16,2019-08-29,,110.2978098,0.0,sr3817,sys1226,part17
42305,2019-06-08,2019-09-09,Field Service,63.50033588,0.0,sr6529,sys1558,part9
42309,2020-07-20,2020-10-09,Field Service,98.30432579999999,0.0,sr6725,sys1388,part141
42314,2020-09-02,2020-12-03,Field Service,894.736401,0.0,sr1989,sys1871,part1
42323,2019-09-20,2020-12-01,Field Service,269.46,0.0,sr336,sys1966,part419
42324,2018-09-13,2018-10-30,Field Service,12384.87,0.0,sr1184,sys1966,part16
42325,2019-01-10,2019-05-11,,63.8,0.0,sr2168,sys1929,part25
42331,2021-03-22,2021-05-31,Field Service,428.09,0.0,sr69,sys1929,part200
42345,2020-04-12,2021-04-03,,70.04735322,0.0,sr1664,sys1539,part143
42346,2019-08-07,2019-09-08,Field Service,622.6567027000001,0.0,sr8032,sys1539,part122
42365,2017-07-26,2017-09-17,Field Service,247.13460389999997,0.0,sr11533,sys1883,part91
42373,2015-07-24,2015-08-27,,60.02434437,0.0,sr2508,sys1285,part566
42385,2017-11-10,2017-11-13,Field Service,763.4424865,0.0,sr7288,sys1852,part64
42388,2017-02-20,2017-07-14,Field Service,27.75302523,0.0,sr13202,sys1927,part34
42406,2021-10-06,2021-02-09,,2180.02,0.0,sr1134,sys2111,part84
42413,2018-07-30,2018-04-11,,318.2,0.0,sr719,sys2477,part25
42419,2021-12-03,2021-08-04,,3.73,0.0,sr2184,sys1834,part57
42426,2020-07-07,2020-02-10,Field Service,102.33,0.0,sr92,sys1695,part49
42435,2021-01-04,2021-07-04,Field Service,183.1865852,0.0,sr1908,sys1557,part10
42439,2019-01-03,2019-05-17,Field Service,62.95780215,0.0,sr1400,sys1345,part9
42440,2018-09-20,2018-06-12,,20.82897492,0.0,sr4182,sys1345,part95
42444,2018-07-24,2018-08-27,,398.7002482,0.0,sr12940,sys2478,part117
42445,2016-01-26,2016-02-05,Field Service,1458.7625070000001,0.0,sr97,sys1122,part1143
42449,2016-01-15,2016-02-05,Field Service,0.0,0.0,sr824,sys1122,part311
42455,2021-10-06,2021-06-16,,40.78878569,0.0,sr5216,sys1599,part555
42456,2017-07-06,2017-09-06,Field Service,16986.837190000002,0.0,sr1084,sys1599,part3
42482,2020-07-06,2020-03-08,Field Service,188.79,0.0,sr7967,sys1815,part15
42483,2019-12-24,2020-02-13,,1.15,0.0,sr546,sys1895,part650
42499,2018-08-16,2018-07-12,Field Service,838.9398285,0.0,sr4802,sys2320,part8
42500,2019-08-23,2019-10-18,,31.47621842,0.0,sr979,sys1136,part949
42507,2020-10-06,2020-06-17,Field Service,62.31633118,0.0,sr12796,sys1485,part9
42510,2016-01-04,2016-05-16,Field Service,714.2937644,0.0,sr8721,sys1497,part44
42514,2017-10-20,2017-12-24,Field Service,243.4848909,0.0,sr300,sys1572,part182
42520,2019-01-25,2019-02-28,,28.48261957,0.0,sr8240,sys968,part5
42526,2017-01-31,2017-06-03,Field Service,16754.98528,0.0,sr555,sys735,part3
42527,2018-11-19,2018-12-23,Field Service,323.6372254,0.0,sr11262,sys735,part26
42536,2018-06-06,2018-10-07,,3.4509126119999998,0.0,sr8330,sys1116,part41
42537,2018-02-23,2018-06-25,Field Service,246.35961980000002,0.0,sr28,sys1116,part11
42548,2018-11-06,2018-07-14,Field Service,2647.108205,0.0,sr2790,sys1012,part4
42553,2019-12-17,2020-01-18,,26.90991586,0.0,sr3544,sys1705,part5
42558,2018-04-23,2018-06-18,Field Service,169.9113052,0.0,sr3556,sys1243,part32
42561,2021-02-25,2021-02-04,Field Service,95.18749317,0.0,sr12885,sys1442,part45
42562,2020-07-05,2020-06-14,Field Service,13552.63321,0.0,sr892,sys1442,part2
