,dummy_sr_number,dummy_sysid,sr_open_date,count
16525,sr25441,sys2011,2020-05-08,1
16526,sr25442,sys1645,2019-01-31,1
16527,sr25443,sys1792,2019-04-17,1
16528,sr25370,sys1742,2017-02-22,1
16529,sr25369,sys1285,2013-05-12,1
16530,sr25368,sys1645,2019-06-03,1
16531,sr25304,sys923,2016-09-23,1
16532,sr25294,sys1999,2017-08-17,1
16533,sr25295,sys1743,2019-07-05,1
16534,sr25296,sys591,2019-03-05,1
16535,sr25297,sys2190,2018-01-30,1
16536,sr25298,sys1504,2018-09-14,1
16537,sr25299,sys2140,2019-04-30,1
16538,sr25300,sys1549,2018-09-17,1
16539,sr25301,sys1351,2020-04-27,1
16540,sr25302,sys1430,2019-02-14,1
16541,sr25303,sys1946,2020-02-19,1
16542,sr25305,sys2460,2017-01-16,1
16543,sr25317,sys2294,2018-01-13,1
16544,sr25306,sys2340,2017-06-22,1
16545,sr25307,sys1972,2021-09-20,1
16546,sr25308,sys1682,2020-02-24,1
16547,sr25309,sys1927,2016-12-16,1
16548,sr25310,sys1910,2018-05-16,1
16549,sr25311,sys935,2019-03-04,1
16550,sr25312,sys735,2021-01-30,1
16551,sr25313,sys792,2018-01-16,1
16552,sr25314,sys1705,2018-07-06,1
16553,sr25315,sys1601,2017-03-30,1
16554,sr25293,sys732,2018-09-27,1
16555,sr25292,sys732,2020-01-29,1
16556,sr25291,sys1847,2021-09-04,1
16557,sr25290,sys1617,2017-11-28,1
16558,sr25269,sys2010,2016-02-26,1
16559,sr25270,sys1609,2020-04-09,1
16560,sr25271,sys453,2017-10-04,1
16561,sr25272,sys1832,2018-12-12,1
16562,sr25273,sys972,2021-09-02,1
16563,sr25274,sys1904,2020-09-03,1
16564,sr25275,sys1695,2019-04-29,1
16565,sr25276,sys1510,2020-12-03,1
16566,sr25277,sys1485,2020-09-11,1
16567,sr25278,sys827,2014-03-27,1
16568,sr25279,sys1243,2017-08-31,1
16569,sr25280,sys2058,2017-09-21,1
16570,sr25281,sys2029,2017-11-08,1
16571,sr25282,sys1621,2020-02-17,1
16572,sr25283,sys1092,2017-01-12,1
16573,sr25284,sys2510,2018-07-03,1
16574,sr25285,sys1528,2020-02-03,1
16575,sr25286,sys1510,2021-04-26,1
16576,sr25287,sys1538,2021-08-27,1
16577,sr25288,sys1701,2020-02-19,1
16578,sr25289,sys2013,2017-03-23,1
16579,sr25316,sys1823,2019-02-18,1
16580,sr25318,sys2037,2018-09-21,1
16581,sr25367,sys1774,2019-08-30,1
16582,sr25355,sys1867,2020-06-24,1
16583,sr25345,sys732,2021-03-16,1
16584,sr25346,sys2189,2017-06-29,1
16585,sr25347,sys2125,2017-06-03,1
16586,sr25348,sys1442,2017-10-18,1
16587,sr25349,sys1746,2021-03-08,1
16588,sr25350,sys909,2017-04-08,1
16589,sr25351,sys1576,2019-01-08,1
16590,sr25352,sys2426,2018-01-08,1
16591,sr25353,sys1851,2018-12-24,1
16592,sr25354,sys1888,2021-09-09,1
16593,sr25356,sys1611,2020-05-14,1
16594,sr25319,sys1999,2019-04-19,1
16595,sr25357,sys1848,2021-12-08,1
16596,sr25358,sys2061,2017-01-16,1
16597,sr25359,sys1737,2020-11-03,1
16598,sr25360,sys1632,2020-11-06,1
16599,sr25361,sys896,2021-01-21,1
16600,sr25362,sys661,2019-11-02,1
16601,sr25363,sys1430,2021-05-18,1
16602,sr25364,sys1961,2018-10-09,1
16603,sr25365,sys2062,2019-03-05,1
16604,sr25366,sys2350,2020-09-18,1
16605,sr25344,sys1570,2019-11-20,1
16606,sr25343,sys1592,2017-11-10,1
16607,sr25342,sys1807,2020-10-21,1
16608,sr25341,sys2221,2019-04-26,1
16609,sr25320,sys1721,2020-07-22,1
16610,sr25321,sys2058,2020-02-10,1
16611,sr25322,sys1589,2018-02-23,1
16612,sr25323,sys1462,2017-01-17,1
16613,sr25324,sys1114,2018-06-06,1
16614,sr25325,sys1966,2019-08-08,1
16615,sr25326,sys1822,2019-06-23,1
16616,sr25327,sys1820,2017-06-11,1
16617,sr25328,sys1768,2021-10-03,1
16618,sr25329,sys686,2021-07-06,1
16619,sr25330,sys1962,2018-03-04,1
16620,sr25331,sys1456,2018-07-23,1
16621,sr25332,sys2477,2018-02-07,1
16622,sr25333,sys2152,2020-09-05,1
16623,sr25334,sys1075,2019-01-29,1
16624,sr25335,sys1639,2019-04-26,1
16625,sr25336,sys2044,2021-05-27,1
16626,sr25337,sys2092,2019-03-18,1
16627,sr25338,sys750,2019-09-28,1
16628,sr25339,sys1125,2014-02-24,1
16629,sr25340,sys1737,2018-02-01,1
16630,sr25470,sys1848,2020-10-27,1
16631,sr25472,sys1966,2020-03-09,1
16632,sr25677,sys1990,2019-11-27,1
16633,sr25613,sys2249,2017-05-25,1
16634,sr25603,sys1648,2015-03-20,1
16635,sr25604,sys1635,2020-04-28,1
16636,sr25605,sys1669,2017-09-18,1
16637,sr25606,sys1838,2018-03-04,1
16638,sr25607,sys1966,2019-10-15,1
16639,sr25608,sys1629,2020-08-01,1
16640,sr25609,sys1530,2017-09-25,1
16641,sr25610,sys2238,2016-09-26,1
16642,sr25611,sys1725,2017-04-07,1
16643,sr25612,sys1864,2019-04-29,1
16644,sr25614,sys637,2017-03-10,1
16645,sr25601,sys2052,2020-03-26,1
16646,sr25615,sys2065,2017-11-27,1
16647,sr25616,sys1243,2018-11-21,1
16648,sr25617,sys1902,2019-01-08,1
16649,sr25618,sys1533,2019-05-12,1
16650,sr25619,sys680,2019-06-08,1
16651,sr25620,sys2341,2018-09-21,1
16652,sr25621,sys909,2018-03-20,1
16653,sr25622,sys1517,2021-05-17,1
16654,sr25623,sys1498,2017-03-23,1
16655,sr25624,sys1534,2021-01-26,1
16656,sr25602,sys968,2019-04-12,1
16657,sr25600,sys1597,2019-11-27,1
16658,sr25473,sys1611,2018-07-03,1
16659,sr25587,sys1689,2018-10-12,1
16660,sr25577,sys1730,2017-02-08,1
16661,sr25578,sys1867,2018-03-10,1
16662,sr25579,sys1023,2017-06-14,1
16663,sr25580,sys2034,2021-03-17,1
16664,sr25581,sys1915,2020-04-26,1
16665,sr25582,sys2032,2018-04-13,1
16666,sr25583,sys972,2019-03-07,1
16667,sr25584,sys2461,2018-10-04,1
16668,sr25585,sys1530,2018-11-21,1
16669,sr25586,sys1524,2020-03-08,1
16670,sr25588,sys1695,2017-06-10,1
16671,sr25599,sys1954,2017-02-19,1
16672,sr25589,sys2068,2019-08-11,1
16673,sr25590,sys650,2019-11-25,1
16674,sr25591,sys2072,2018-04-18,1
16675,sr25592,sys931,2017-03-02,1
16676,sr25593,sys2492,2020-03-08,1
16677,sr25594,sys1855,2017-12-22,1
16678,sr25595,sys796,2017-07-13,1
16679,sr25596,sys1581,2019-10-18,1
16680,sr25597,sys1779,2018-01-24,1
16681,sr25598,sys1954,2017-01-19,1
16682,sr25625,sys1881,2019-06-22,1
16683,sr25626,sys1388,2021-05-08,1
16684,sr25627,sys1682,2017-09-15,1
16685,sr25664,sys2138,2021-04-20,1
16686,sr25654,sys1927,2018-01-05,1
16687,sr25655,sys2096,2020-08-12,1
16688,sr25656,sys637,2018-01-26,1
16689,sr25657,sys1769,2020-11-24,1
16690,sr25658,sys1871,2019-05-06,1
16691,sr25659,sys1334,2017-03-31,1
16692,sr25660,sys1694,2018-09-11,1
16693,sr25661,sys832,2020-07-08,1
16694,sr25662,sys1849,2021-05-19,1
16695,sr25663,sys1645,2021-05-19,1
16696,sr25665,sys1873,2016-12-16,1
16697,sr25628,sys2001,2017-08-25,1
16698,sr25666,sys1530,2020-08-25,1
16699,sr25667,sys860,2020-05-27,1
16700,sr25668,sys1661,2021-02-22,1
16701,sr25669,sys605,2018-11-27,1
16702,sr25670,sys1516,2021-08-25,1
16703,sr25671,sys1174,2020-04-19,1
16704,sr25672,sys1510,2019-01-23,1
16705,sr25673,sys1567,2021-06-27,1
16706,sr25674,sys2424,2017-05-31,1
16707,sr25675,sys1100,2020-02-14,1
16708,sr25653,sys1087,2017-02-06,1
16709,sr25652,sys1908,2021-03-03,1
16710,sr25651,sys1701,2018-07-03,1
16711,sr25650,sys1686,2017-04-11,1
16712,sr25629,sys797,2019-06-24,1
16713,sr25630,sys1645,2019-11-19,1
16714,sr25631,sys2294,2017-01-23,1
16715,sr25632,sys1305,2019-11-06,1
16716,sr25633,sys1549,2021-06-24,1
16717,sr25634,sys1712,2020-11-16,1
16718,sr25635,sys547,2019-02-28,1
16719,sr25636,sys834,2017-07-19,1
16720,sr25637,sys1846,2019-06-02,1
16721,sr25638,sys2196,2018-01-29,1
16722,sr25639,sys2152,2019-11-07,1
16723,sr25640,sys1964,2017-06-23,1
16724,sr25641,sys1774,2017-09-19,1
16725,sr25642,sys870,2017-11-08,1
16726,sr25643,sys1862,2018-05-06,1
16727,sr25644,sys1597,2019-06-03,1
16728,sr25645,sys2014,2020-08-09,1
16729,sr25646,sys1705,2017-11-27,1
16730,sr25647,sys1852,2020-11-25,1
16731,sr25648,sys1881,2020-06-19,1
16732,sr25649,sys1623,2020-12-30,1
16733,sr25576,sys2182,2017-10-04,1
16734,sr25575,sys2199,2019-09-25,1
16735,sr25574,sys2038,2021-11-05,1
16736,sr25509,sys462,2018-01-17,1
16737,sr25499,sys1562,2017-06-09,1
16738,sr25500,sys2106,2016-05-12,1
16739,sr25501,sys1824,2017-07-02,1
16740,sr25502,sys1635,2018-07-06,1
16741,sr25503,sys2023,2017-06-19,1
16742,sr25504,sys2076,2017-03-10,1
16743,sr25505,sys1527,2021-03-25,1
16744,sr25506,sys2325,2017-09-21,1
16745,sr25507,sys1446,2019-10-14,1
16746,sr25508,sys1227,2021-09-20,1
16747,sr25510,sys864,2018-07-13,1
16748,sr25523,sys1607,2020-10-26,1
16749,sr25511,sys2307,2019-07-15,1
16750,sr25512,sys2003,2018-12-24,1
16751,sr25513,sys1603,2017-06-10,1
16752,sr25514,sys1764,2019-09-18,1
16753,sr25515,sys2408,2017-05-23,1
16754,sr25516,sys972,2020-11-26,1
16755,sr25517,sys1533,2020-03-02,1
16756,sr25519,sys1873,2020-01-27,1
16757,sr25520,sys1121,2020-02-14,1
16758,sr25521,sys1913,2020-04-12,1
16759,sr25498,sys1565,2018-06-26,1
16760,sr25497,sys1938,2021-04-27,1
16761,sr25496,sys1243,2019-02-08,1
16762,sr25495,sys1831,2020-02-03,1
16763,sr25474,sys2270,2017-03-13,1
16764,sr25475,sys2520,2020-03-06,1
16765,sr25476,sys1673,2018-12-28,1
16766,sr25477,sys1087,2016-09-28,1
16767,sr25478,sys1954,2017-06-17,1
16768,sr25479,sys1806,2017-08-12,1
16769,sr25480,sys972,2019-02-20,1
16770,sr25481,sys637,2019-11-06,1
16771,sr25482,sys686,2016-10-31,1
16772,sr25483,sys1524,2017-02-27,1
16773,sr25484,sys1012,2018-08-08,1
16774,sr25485,sys1637,2020-05-13,1
16775,sr25486,sys2294,2017-01-03,1
16776,sr25487,sys1462,2012-03-10,1
16777,sr25488,sys832,2019-01-18,1
16778,sr25489,sys618,2019-08-02,1
16779,sr25490,sys1902,2020-03-16,1
16780,sr25491,sys706,2016-06-09,1
16781,sr25492,sys1570,2019-11-20,1
16782,sr25493,sys2140,2021-01-15,1
16783,sr25494,sys721,2021-07-15,1
16784,sr25522,sys1915,2020-04-06,1
16785,sr25524,sys1990,2018-11-19,1
16786,sr25573,sys1564,2020-06-26,1
16787,sr25561,sys695,2020-05-27,1
16788,sr25551,sys1761,2020-05-25,1
16789,sr25552,sys1713,2020-07-12,1
16790,sr25553,sys912,2017-06-27,1
16791,sr25554,sys1912,2017-01-25,1
16792,sr25555,sys706,2015-08-20,1
16793,sr25556,sys2080,2019-05-17,1
16794,sr25557,sys1351,2020-02-10,1
16795,sr25558,sys792,2020-02-14,1
16796,sr25559,sys1539,2018-02-15,1
16797,sr25560,sys1724,2021-07-06,1
16798,sr25562,sys1543,2019-03-10,1
16799,sr25525,sys1444,2015-11-30,1
16800,sr25563,sys810,2018-04-23,1
16801,sr25564,sys1687,2017-08-22,1
16802,sr25565,sys1866,2019-12-31,1
16803,sr25566,sys619,2015-12-19,1
16804,sr25567,sys1462,2017-10-16,1
16805,sr25568,sys2234,2021-03-19,1
16806,sr25569,sys695,2019-11-29,1
16807,sr25570,sys2001,2019-07-02,1
16808,sr25571,sys1002,2017-05-30,1
16809,sr25572,sys1793,2018-12-09,1
16810,sr25550,sys1972,2018-05-30,1
16811,sr25549,sys1693,2021-04-21,1
16812,sr25548,sys827,2015-07-16,1
16813,sr25547,sys1843,2020-08-21,1
16814,sr25526,sys2160,2019-01-28,1
16815,sr25527,sys1479,2017-11-27,1
16816,sr25528,sys832,2020-06-23,1
16817,sr25529,sys2072,2018-05-31,1
16818,sr25530,sys1824,2019-05-04,1
16819,sr25531,sys1533,2018-02-22,1
16820,sr25532,sys981,2020-04-06,1
16821,sr25533,sys1573,2020-08-26,1
16822,sr25534,sys1504,2020-02-18,1
16823,sr25535,sys1597,2017-12-20,1
16824,sr25536,sys1917,2018-02-03,1
16825,sr25537,sys1494,2018-04-08,1
16826,sr25538,sys2332,2021-07-22,1
16827,sr25539,sys1883,2021-08-13,1
16828,sr25540,sys1520,2019-03-06,1
16829,sr25541,sys1775,2017-06-28,1
16830,sr25542,sys1300,2020-09-11,1
16831,sr25543,sys1547,2018-06-25,1
16832,sr25544,sys1023,2020-11-23,1
16833,sr25545,sys1971,2021-04-27,1
16834,sr25546,sys1629,2021-08-23,1
16835,sr25268,sys1462,2019-03-06,1
16836,sr25267,sys1485,2013-02-01,1
16837,sr25266,sys1645,2017-01-09,1
16838,sr24998,sys2210,2020-10-30,1
16839,sr24988,sys1644,2018-10-29,1
16840,sr24989,sys1971,2020-04-29,1
16841,sr24990,sys1879,2018-11-28,1
16842,sr24991,sys1494,2019-03-09,1
16843,sr24992,sys745,2017-10-13,1
16844,sr24993,sys2271,2021-04-19,1
16845,sr24994,sys2091,2017-10-25,1
16846,sr24995,sys796,2018-11-23,1
16847,sr24996,sys1981,2020-05-27,1
16848,sr24997,sys2124,2018-10-30,1
16849,sr24999,sys1564,2017-12-27,1
16850,sr24986,sys1243,2019-05-03,1
16851,sr25000,sys1994,2016-08-25,1
16852,sr25001,sys2134,2018-05-02,1
16853,sr25002,sys2274,2017-05-22,1
16854,sr25003,sys2196,2020-02-27,1
16855,sr25004,sys1720,2019-06-06,1
16856,sr25005,sys1927,2021-10-09,1
16857,sr25006,sys1243,2017-03-22,1
16858,sr25007,sys1446,2019-11-03,1
16859,sr25008,sys1825,2018-02-15,1
16860,sr25009,sys1827,2020-04-08,1
16861,sr24987,sys2111,2020-06-23,1
16862,sr24985,sys1902,2017-03-20,1
16863,sr25265,sys1548,2016-06-27,1
16864,sr24972,sys2042,2018-11-01,1
16865,sr24962,sys1668,2018-07-25,1
16866,sr24963,sys1693,2019-12-20,1
16867,sr24964,sys1266,2017-01-13,1
16868,sr24965,sys1720,2019-03-20,1
16869,sr24966,sys1868,2021-02-07,1
16870,sr24967,sys1711,2021-02-22,1
16871,sr24968,sys710,2016-04-25,1
16872,sr24969,sys1556,2017-03-04,1
16873,sr24970,sys884,2021-01-26,1
16874,sr24971,sys1614,2017-12-15,1
16875,sr24973,sys860,2021-12-01,1
16876,sr24984,sys663,2021-09-03,1
16877,sr24974,sys2398,2017-02-14,1
16878,sr24975,sys745,2016-06-01,1
16879,sr24976,sys1838,2020-10-02,1
16880,sr24977,sys1554,2013-05-15,1
16881,sr24978,sys861,2016-11-25,1
16882,sr24979,sys1871,2020-07-23,1
16883,sr24980,sys827,2013-10-31,1
16884,sr24981,sys1116,2020-02-04,1
16885,sr24982,sys1897,2016-01-08,1
16886,sr24983,sys605,2020-10-09,1
16887,sr25010,sys1319,2020-08-27,1
16888,sr25011,sys1535,2020-04-28,1
16889,sr25012,sys1533,2017-01-13,1
16890,sr25049,sys1552,2017-11-09,1
16891,sr25039,sys2362,2021-01-27,1
16892,sr25040,sys1498,2014-02-04,1
16893,sr25041,sys1704,2021-09-16,1
16894,sr25042,sys1705,2020-08-02,1
16895,sr25043,sys1635,2017-09-26,1
16896,sr25044,sys1334,2017-10-10,1
16897,sr25045,sys1965,2020-07-21,1
16898,sr25046,sys1575,2021-08-06,1
16899,sr25047,sys1873,2017-01-09,1
16900,sr25048,sys1875,2020-04-01,1
16901,sr25050,sys1524,2019-11-14,1
16902,sr25013,sys1448,2017-09-03,1
16903,sr25051,sys1495,2018-10-31,1
16904,sr25052,sys1625,2017-04-07,1
16905,sr25053,sys1703,2017-09-08,1
16906,sr25054,sys1100,2016-02-08,1
16907,sr25055,sys2137,2018-04-24,1
16908,sr25056,sys1689,2021-08-20,1
16909,sr25057,sys1488,2021-03-16,1
16910,sr25058,sys2427,2020-09-30,1
16911,sr25059,sys1820,2020-04-06,1
16912,sr25060,sys1693,2020-08-05,1
16913,sr25038,sys1842,2017-10-27,1
16914,sr25037,sys1830,2018-07-24,1
16915,sr25036,sys1802,2018-12-19,1
16916,sr25035,sys771,2019-05-14,1
16917,sr25014,sys637,2018-02-10,1
16918,sr25015,sys1696,2017-08-23,1
16919,sr25016,sys1285,2019-09-10,1
16920,sr25017,sys1553,2017-09-15,1
16921,sr25018,sys1125,2016-02-03,1
16922,sr25019,sys1575,2017-11-10,1
16923,sr25020,sys2196,2017-10-16,1
16924,sr25021,sys1463,2019-02-15,1
16925,sr25022,sys2083,2018-01-10,1
16926,sr25023,sys1591,2021-01-28,1
16927,sr25024,sys1603,2021-03-19,1
16928,sr25025,sys1713,2017-06-19,1
16929,sr25026,sys742,2018-07-24,1
16930,sr25027,sys1549,2017-07-21,1
16931,sr25028,sys1873,2017-01-27,1
16932,sr25029,sys671,2017-11-14,1
16933,sr25030,sys1918,2021-08-02,1
16934,sr25031,sys2391,2018-10-08,1
16935,sr25032,sys2230,2012-07-12,1
16936,sr25033,sys1449,2018-08-13,1
16937,sr25034,sys1700,2019-12-11,1
16938,sr24961,sys1023,2017-02-01,1
16939,sr24960,sys1174,2020-12-20,1
16940,sr24959,sys2307,2017-08-31,1
16941,sr24894,sys1473,2018-02-13,1
16942,sr24884,sys2383,2018-03-28,1
16943,sr24885,sys635,2017-12-13,1
16944,sr24886,sys1966,2021-07-14,1
16945,sr24887,sys1763,2018-05-01,1
16946,sr24888,sys1654,2020-09-15,1
16947,sr24889,sys2017,2020-08-10,1
16948,sr24890,sys819,2017-04-09,1
16949,sr24891,sys1639,2021-07-13,1
16950,sr24892,sys1087,2021-06-05,1
16951,sr24893,sys2386,2020-09-28,1
16952,sr24895,sys2557,2019-10-01,1
16953,sr24907,sys1226,2021-09-24,1
16954,sr24896,sys1100,2017-08-12,1
16955,sr24897,sys721,2017-09-02,1
16956,sr24898,sys1519,2017-07-12,1
16957,sr24899,sys1227,2017-05-15,1
16958,sr24900,sys1430,2019-11-20,1
16959,sr24901,sys641,2018-03-08,1
16960,sr24902,sys1075,2017-06-11,1
16961,sr24903,sys924,2018-12-06,1
16962,sr24904,sys2076,2017-01-18,1
16963,sr24905,sys1114,2018-03-09,1
16964,sr24883,sys1806,2021-05-02,1
16965,sr24882,sys1539,2020-06-26,1
16966,sr24881,sys861,2016-02-18,1
16967,sr24880,sys1571,2021-01-03,1
16968,sr24859,sys1787,2021-02-14,1
16969,sr24860,sys1710,2021-10-08,1
16970,sr24861,sys1561,2017-08-03,1
16971,sr24862,sys2048,2021-10-01,1
16972,sr24863,sys637,2018-08-14,1
16973,sr24864,sys2123,2021-06-21,1
16974,sr24865,sys1901,2018-11-29,1
16975,sr24866,sys1936,2019-05-30,1
16976,sr24867,sys1927,2021-05-26,1
16977,sr24868,sys2230,2014-12-02,1
16978,sr24869,sys1624,2020-11-20,1
16979,sr24870,sys1760,2017-07-02,1
16980,sr24871,sys1001,2020-05-25,1
16981,sr24872,sys1879,2018-05-31,1
16982,sr24873,sys1299,2019-04-26,1
16983,sr24874,sys1749,2021-02-02,1
16984,sr24875,sys623,2017-01-27,1
16985,sr24876,sys2086,2016-12-12,1
16986,sr24877,sys2409,2020-02-14,1
16987,sr24878,sys2299,2018-07-11,1
16988,sr24879,sys1023,2021-12-04,1
16989,sr24906,sys1564,2021-05-28,1
16990,sr24908,sys2200,2021-08-02,1
16991,sr24958,sys1661,2020-03-04,1
16992,sr24946,sys1575,2020-08-13,1
16993,sr24935,sys972,2019-01-30,1
16994,sr24936,sys1731,2018-12-28,1
16995,sr24937,sys1299,2019-09-06,1
16996,sr24938,sys735,2021-03-29,1
16997,sr24940,sys710,2021-09-14,1
16998,sr24941,sys1623,2018-08-06,1
16999,sr24942,sys2032,2020-08-16,1
17000,sr24943,sys1685,2017-01-27,1
17001,sr24944,sys1843,2020-04-20,1
17002,sr24945,sys732,2019-05-07,1
17003,sr24947,sys1972,2017-06-03,1
17004,sr24909,sys1824,2016-07-21,1
17005,sr24948,sys2011,2019-05-03,1
17006,sr24949,sys1478,2020-06-15,1
17007,sr24950,sys1589,2017-10-27,1
17008,sr24951,sys2032,2020-01-17,1
17009,sr24952,sys1368,2018-07-13,1
17010,sr24953,sys1972,2021-06-09,1
17011,sr24954,sys1662,2021-08-04,1
17012,sr24955,sys1837,2018-11-15,1
17013,sr24956,sys1154,2021-03-03,1
17014,sr24957,sys2436,2017-08-27,1
17015,sr24934,sys2280,2020-03-11,1
17016,sr24933,sys2380,2018-07-16,1
17017,sr24932,sys1790,2020-09-03,1
17018,sr24931,sys2153,2018-07-19,1
17019,sr24910,sys716,2017-10-17,1
17020,sr24911,sys1827,2019-11-20,1
17021,sr24912,sys1510,2018-01-25,1
17022,sr24913,sys1441,2021-11-06,1
17023,sr24914,sys1908,2019-02-04,1
17024,sr24915,sys2477,2019-12-02,1
17025,sr24916,sys1981,2017-02-13,1
17026,sr24917,sys2308,2020-07-13,1
17027,sr24918,sys2087,2020-08-06,1
17028,sr24919,sys1806,2021-08-09,1
17029,sr24920,sys2240,2020-01-16,1
17030,sr24921,sys1666,2018-05-11,1
17031,sr24922,sys1001,2017-04-28,1
17032,sr24923,sys1857,2020-04-17,1
17033,sr24924,sys742,2019-07-15,1
17034,sr24925,sys2294,2020-07-04,1
17035,sr24926,sys2226,2017-12-20,1
17036,sr24927,sys2065,2019-07-17,1
17037,sr24928,sys1757,2021-05-03,1
17038,sr24929,sys2464,2017-03-30,1
17039,sr24930,sys1914,2018-10-01,1
17040,sr25061,sys1729,2019-08-02,1
17041,sr25062,sys1522,2019-05-28,1
17042,sr25063,sys796,2020-01-09,1
17043,sr25202,sys1648,2020-08-25,1
17044,sr25192,sys2401,2019-07-16,1
17045,sr25193,sys1806,2021-09-03,1
17046,sr25194,sys1476,2021-05-28,1
17047,sr25195,sys2289,2017-02-02,1
17048,sr25196,sys1638,2017-11-22,1
17049,sr25197,sys1842,2017-03-22,1
17050,sr25198,sys2153,2017-01-11,1
17051,sr25199,sys1924,2018-09-25,1
17052,sr25200,sys795,2018-05-31,1
17053,sr25201,sys1661,2018-09-30,1
17054,sr25203,sys1497,2016-12-05,1
17055,sr25215,sys453,2020-07-21,1
17056,sr25204,sys1786,2017-05-31,1
17057,sr25205,sys2307,2019-01-24,1
17058,sr25206,sys1668,2019-02-28,1
17059,sr25207,sys671,2018-02-28,1
17060,sr25208,sys1522,2020-02-19,1
17061,sr25209,sys792,2017-07-09,1
17062,sr25210,sys1730,2018-07-27,1
17063,sr25211,sys2100,2021-08-06,1
17064,sr25212,sys2177,2018-07-09,1
17065,sr25213,sys1859,2017-08-30,1
17066,sr25191,sys2087,2018-02-15,1
17067,sr25190,sys1941,2016-12-19,1
17068,sr25189,sys637,2017-12-29,1
17069,sr25188,sys1695,2019-12-17,1
17070,sr25167,sys1524,2017-04-24,1
17071,sr25168,sys586,2017-03-27,1
17072,sr25169,sys1747,2019-02-10,1
17073,sr25170,sys1995,2020-03-31,1
17074,sr25171,sys742,2017-03-15,1
17075,sr25172,sys1751,2019-01-18,1
17076,sr25173,sys2307,2020-01-14,1
17077,sr25174,sys2156,2019-01-18,1
17078,sr25175,sys771,2018-04-06,1
17079,sr25176,sys927,2018-04-09,1
17080,sr25177,sys810,2020-04-14,1
17081,sr25178,sys2029,2017-02-15,1
17082,sr25179,sys2015,2019-02-20,1
17083,sr25180,sys2014,2018-03-21,1
17084,sr25181,sys1534,2017-05-12,1
17085,sr25182,sys1547,2017-08-02,1
17086,sr25183,sys1116,2018-01-23,1
17087,sr25184,sys2015,2018-06-20,1
17088,sr25185,sys2221,2019-01-28,1
17089,sr25186,sys1852,2018-01-08,1
17090,sr25187,sys1673,2019-05-09,1
17091,sr25214,sys1999,2018-08-09,1
17092,sr25216,sys1527,2017-05-19,1
17093,sr25165,sys1775,2018-08-30,1
17094,sr25253,sys635,2018-06-07,1
17095,sr25243,sys1775,2018-11-19,1
17096,sr25244,sys1693,2019-03-01,1
17097,sr25245,sys453,2020-11-24,1
17098,sr25246,sys1050,2019-07-02,1
17099,sr25247,sys1897,2018-03-16,1
17100,sr25248,sys932,2020-08-07,1
17101,sr25249,sys1965,2021-08-27,1
17102,sr25250,sys1022,2019-01-21,1
17103,sr25251,sys2072,2020-07-20,1
17104,sr25252,sys2030,2017-06-15,1
17105,sr25254,sys1641,2019-09-23,1
17106,sr25217,sys1393,2020-02-18,1
17107,sr25255,sys2773,2019-08-23,1
17108,sr25256,sys1800,2018-05-04,1
17109,sr25257,sys641,2020-02-18,1
17110,sr25258,sys1884,2017-08-18,1
17111,sr25259,sys1794,2018-12-27,1
17112,sr25260,sys1462,2016-05-04,1
17113,sr25261,sys1503,2020-01-21,1
17114,sr25262,sys2071,2018-09-26,1
17115,sr25263,sys1481,2021-08-26,1
17116,sr25264,sys2148,2017-07-31,1
17117,sr25242,sys1570,2018-10-02,1
17118,sr25241,sys1266,2020-04-02,1
17119,sr25240,sys2271,2021-02-26,1
17120,sr25239,sys1760,2019-07-02,1
17121,sr25218,sys2396,2018-03-27,1
17122,sr25219,sys1513,2019-01-25,1
17123,sr25220,sys972,2021-04-21,1
17124,sr25221,sys1994,2016-10-14,1
17125,sr25222,sys1889,2018-01-22,1
17126,sr25223,sys1071,2020-10-01,1
17127,sr25224,sys1530,2018-10-10,1
17128,sr25225,sys1961,2020-10-22,1
17129,sr25226,sys453,2018-01-09,1
17130,sr25227,sys1728,2019-04-24,1
17131,sr25228,sys673,2019-08-30,1
17132,sr25229,sys732,2017-10-03,1
17133,sr25230,sys1348,2017-05-16,1
17134,sr25231,sys1832,2020-03-02,1
17135,sr25232,sys695,2017-12-01,1
17136,sr25233,sys2220,2019-01-23,1
17137,sr25234,sys1739,2019-12-20,1
17138,sr25235,sys2026,2019-08-02,1
17139,sr25236,sys1806,2016-12-16,1
17140,sr25237,sys1843,2018-01-29,1
17141,sr25238,sys671,2020-04-14,1
17142,sr25166,sys1087,2019-05-17,1
17143,sr25164,sys986,2020-10-11,1
17144,sr25064,sys1620,2021-03-17,1
17145,sr25100,sys931,2016-03-02,1
17146,sr25090,sys1724,2021-03-25,1
17147,sr25091,sys2042,2019-09-26,1
17148,sr25092,sys1285,2021-02-09,1
17149,sr25093,sys2052,2020-08-05,1
17150,sr25094,sys2077,2020-05-29,1
17151,sr25095,sys1710,2021-07-22,1
17152,sr25096,sys1576,2017-08-08,1
17153,sr25097,sys2063,2018-05-31,1
17154,sr25098,sys2066,2020-03-12,1
17155,sr25099,sys1666,2019-10-29,1
17156,sr25101,sys547,2020-11-04,1
17157,sr25113,sys1669,2019-10-29,1
17158,sr25102,sys1266,2018-03-13,1
17159,sr25103,sys2307,2019-12-27,1
17160,sr25104,sys2299,2019-07-24,1
17161,sr25105,sys1601,2019-11-13,1
17162,sr25106,sys1877,2018-06-25,1
17163,sr25107,sys1630,2021-08-03,1
